1745356180.997904539 0.041115999  451187 
1745356180.997905731 0.040968418  451188 
1745356180.998390436 0.041243315  451189 
1745356180.998391390 0.041049242  451190 
1745356181.000464439 0.042406559  451191 
1745356181.000466347 0.042229652  451192 
1745356181.000467062 0.042058229  451193 
1745356181.000467539 0.041904688  451194 
1745356181.000468016 0.041740179  451195 
1745356181.000468493 0.041590691  451196 
1745356181.000468969 0.041440964  451197 
1745356181.000469446 0.041208029  451198 
1745356181.000470400 0.040961742  451199 
1745356181.005066395 0.045150518  451200 
1745356181.005068302 0.044980049  451201 
1745356181.005069017 0.044829130  451202 
1745356181.005069494 0.044658899  451203 
1745356181.005070210 0.044509649  451204 
1745356181.005070925 0.044345617  451205 
1745356181.005071402 0.044195890  451206 
1745356181.005072117 0.044047832  451207 
1745356181.005072594 0.043884516  451208 
1745356181.005073309 0.043735743  451209 
1745356181.005073786 0.043586254  451210 
1745356181.005074501 0.043421745  451211 
1745356181.005075216 0.043273211  451212 
1745356181.005075693 0.043124437  451213 
1745356181.005076170 0.042961121  451214 
1745356181.006955147 0.044690609  451215 
1745356181.007366419 0.044952631  451216 
1745356181.007367611 0.044785738  451217 
1745356181.007368088 0.044636250  451218 
1745356181.007368565 0.044487476  451219 
1745356181.007368803 0.044323921  451220 
1745356181.007369280 0.044088840  451221 
1745356181.007369995 0.043840408  451222 
1745356181.007370472 0.043690443  451223 
1745356181.007371426 0.043527365  451224 
1745356181.007371902 0.043378353  451225 
1745356181.007372379 0.043228626  451226 
1745356181.007372856 0.043064117  451227 
1745356181.007373333 0.042914152  451228 
1745356181.007374048 0.042766094  451229 
1745356181.007374525 0.042602539  451230 
1745356181.007375240 0.042455196  451231 
1745356181.007375717 0.042306900  451232 
1745356181.007376432 0.042143583  451233 
1745356181.007376909 0.041994810  451234 
1745356181.007377386 0.041846037  451235 
1745356181.007377863 0.041682720  451236 
1745356181.007378340 0.041533709  451237 
1745356181.007378578 0.041383743  451238 
1745356181.007379055 0.041220665  451239 
1745356181.007379532 0.041071415  451240 
1745356181.007380247 0.040923357  451241 
1745356181.007985592 0.041366100  451242 
1745356181.007987499 0.041218996  451243 
